id,ra,dec,obj_type,prob_Galaxy,prob_Star,prob_QSO
7006512700150005914600060103,36.382902,-3.9789826,No class,-1,-1,-1
11769510900150005914600060103,36.552845,-4.055478,No class,-1,-1,-1
7006505300150005914600060103,36.50013,-3.9984648,No class,-1,-1,-1
7006471600150005914600060103,36.683069,-4.274131,No class,-1,-1,-1
7006514500150005914600060103,36.331246,-3.9122373,No class,-1,-1,-1
7006516500150005914600060103,36.333446,-3.8222636,No class,-1,-1,-1
7006516300150005914600060103,36.415579,-3.8255479,No class,-1,-1,-1
7006513500150005914600060103,36.516482,-3.9056921,No class,-1,-1,-1
7006634400150005914600060103,35.733239,-3.5939543,No class,-1,-1,-1
7005783300150005914600060103,37.08334,-5.4767635,No class,-1,-1,-1
7005793700150005914600060103,36.940639,-5.3198633,No class,-1,-1,-1
7005796200150005914600060103,36.921866,-5.2105223,No class,-1,-1,-1
7005794600150005914600060103,36.997296,-5.1970663,No class,-1,-1,-1
7005787100150005914600060103,37.11188,-5.2676708,No class,-1,-1,-1
7006012900150005914600060103,37.090108,-5.165526,No class,-1,-1,-1
7006043900150005914600060103,36.968892,-5.0246581,No class,-1,-1,-1
7006015200150005914600060103,37.056661,-5.0614988,No class,-1,-1,-1
7006015600150005914600060103,37.114875,-5.0398612,No class,-1,-1,-1
7006045300150005914600060103,37.078838,-4.926714,No class,-1,-1,-1
7006050800150005914600060103,36.977583,-4.7598514,No class,-1,-1,-1
7006051800150005914600060103,37.038017,-4.7323308,No class,-1,-1,-1
7006061200150005914600060103,36.930515,-4.5930957,No class,-1,-1,-1
7006062100150005914600060103,36.871816,-4.5410611,No class,-1,-1,-1
7006074600150005914600060103,36.999566,-4.4610492,No class,-1,-1,-1
7006058600150005914600060103,37.042807,-4.6337291,No class,-1,-1,-1
7006461300150005914600060103,36.881499,-4.4460296,No class,-1,-1,-1
7006461400150005914600060103,36.962278,-4.4089372,No class,-1,-1,-1
12137103200150005914600060103,34.945715,-5.9236799,No class,-1,-1,-1
12141091500150005914600060103,35.029608,-5.8847619,No class,-1,-1,-1
12141093400150005914600060103,35.354084,-6.2932251,No class,-1,-1,-1
11769729800150005914600060103,35.614697,-6.2160015,No class,-1,-1,-1
12141101400150005914600060103,35.585907,-6.1676301,No class,-1,-1,-1
12326740900150005914600060103,35.386454,-5.9120104,No class,-1,-1,-1
7005739400150005914600060103,35.640165,-5.8174293,No class,-1,-1,-1
12326731400150005914600060103,35.841345,-6.262842,No class,-1,-1,-1
11769699300150005914600060103,35.709507,-6.0268517,No class,-1,-1,-1
12141070100150005914600060103,35.745435,-5.9661795,No class,-1,-1,-1
12326768100150005914600060103,35.793431,-5.8507234,No class,-1,-1,-1
12326815700150005914600060103,36.204144,-6.0802568,No class,-1,-1,-1
12141156900150005914600060103,36.348708,-6.0983902,No class,-1,-1,-1
12141118400150005914600060103,36.528348,-5.8480236,No class,-1,-1,-1
11955520100150005914600060103,36.642196,-5.8224503,No class,-1,-1,-1
12322814400150005914600060103,34.662398,-5.5439865,No class,-1,-1,-1
12322815200150005914600060103,34.806822,-5.5175674,No class,-1,-1,-1
12137059300150005914600060103,34.853499,-5.8136593,No class,-1,-1,-1
12137102200150005914600060103,34.936676,-5.7631037,No class,-1,-1,-1
11951503500150005914600060103,34.647448,-5.3510068,No class,-1,-1,-1
11951516800150005914600060103,34.791692,-5.4919286,No class,-1,-1,-1
11765791700150005914600060103,34.798134,-5.3835178,No class,-1,-1,-1
11765762000150005914600060103,34.535691,-5.206798,No class,-1,-1,-1
11951524400150005914600060103,34.914629,-5.4774458,No class,-1,-1,-1
11955486400150005914600060103,35.364989,-5.7873619,No class,-1,-1,-1
11955503700150005914600060103,35.352974,-5.5508532,No class,-1,-1,-1
7005740900150005914600060103,35.500031,-5.8021681,No class,-1,-1,-1
12326745100150005914600060103,35.6477,-5.7825386,No class,-1,-1,-1
11769734400150005914600060103,35.586168,-5.5417411,No class,-1,-1,-1
11955503400150005914600060103,35.191322,-5.4047213,No class,-1,-1,-1
12141107100150005914600060103,35.427723,-5.3438368,No class,-1,-1,-1
12326772400150005914600060103,35.641438,-5.296313,No class,-1,-1,-1
11955506300150005914600060103,35.623452,-5.138394,No class,-1,-1,-1
11765778300150005914600060103,34.846562,-5.1284865,No class,-1,-1,-1
11765512700150005914600060103,34.886078,-4.7849914,No class,-1,-1,-1
12322575300150005914600060103,34.622864,-4.5580622,No class,-1,-1,-1
12322553800150005914600060103,34.844407,-4.6827377,No class,-1,-1,-1
11951262200150005914600060103,34.963556,-4.5712246,No class,-1,-1,-1
11955511600150005914600060103,35.112677,-5.0672346,No class,-1,-1,-1
11769707200150005914600060103,35.661491,-5.0644542,No class,-1,-1,-1
11769481800150005914600060103,35.238098,-4.4625881,No class,-1,-1,-1
11769728600150005914600060103,35.751216,-5.763167,No class,-1,-1,-1
12326734800150005914600060103,35.830962,-5.4515185,No class,-1,-1,-1
11769765800150005914600060103,36.149207,-5.6126454,No class,-1,-1,-1
12326792800150005914600060103,36.180036,-5.526878,No class,-1,-1,-1
12326793500150005914600060103,36.267283,-5.4714728,No class,-1,-1,-1
11955505300150005914600060103,35.959725,-5.2197304,No class,-1,-1,-1
11955504900150005914600060103,35.890689,-5.1396561,No class,-1,-1,-1
12326803800150005914600060103,36.280814,-5.2611749,No class,-1,-1,-1
12141143300150005914600060103,36.24068,-5.2309485,No class,-1,-1,-1
11769731900150005914600060103,36.076687,-5.1763843,No class,-1,-1,-1
11955540600150005914600060103,36.161113,-5.1962799,No class,-1,-1,-1
12326793600150005914600060103,36.326401,-5.6062679,No class,-1,-1,-1
12326784500150005914600060103,36.474122,-5.719493,No class,-1,-1,-1
11955520700150005914600060103,36.510233,-5.6078525,No class,-1,-1,-1
11769760200150005914600060103,36.676291,-5.4107889,No class,-1,-1,-1
12326800100150005914600060103,36.801734,-5.5196403,No class,-1,-1,-1
7005789400150005914600060103,36.858846,-5.3613235,No class,-1,-1,-1
12141144000150005914600060103,36.335381,-5.3649455,No class,-1,-1,-1
12141146100150005914600060103,36.358494,-5.2130731,No class,-1,-1,-1
12141162300150005914600060103,36.510692,-5.0267477,No class,-1,-1,-1
7006214900150005914600060103,35.860258,-4.9517106,No class,-1,-1,-1
11769458900150005914600060103,35.913722,-4.8945671,No class,-1,-1,-1
12326499600150005914600060103,35.974467,-4.918945,No class,-1,-1,-1
11955253100150005914600060103,35.772183,-4.812444,No class,-1,-1,-1
11955321300150005914600060103,36.190669,-4.8786171,No class,-1,-1,-1
12326474500150005914600060103,35.956944,-4.6234866,No class,-1,-1,-1
11955196300150005914600060103,35.94602,-4.5633625,No class,-1,-1,-1
7006288100150005914600060103,35.805899,-4.5206855,No class,-1,-1,-1
12326584000150005914600060103,36.151948,-4.4230036,No class,-1,-1,-1
7005830800150005914600060103,36.401281,-5.0021544,No class,-1,-1,-1
12140909700150005914600060103,36.40651,-4.9112346,No class,-1,-1,-1
12326548000150005914600060103,36.423521,-4.5715182,No class,-1,-1,-1
11769507900150005914600060103,36.483495,-4.5391071,No class,-1,-1,-1
11955274600150005914600060103,36.425119,-4.4114063,No class,-1,-1,-1
11769504400150005914600060103,36.603944,-4.3671168,No class,-1,-1,-1
11765540400150005914600060103,34.923704,-4.3903512,No class,-1,-1,-1
11951268000150005914600060103,34.862921,-4.3064918,No class,-1,-1,-1
12136865700150005914600060103,34.87044,-4.116705,No class,-1,-1,-1
12326473600150005914600060103,35.242294,-4.2595246,No class,-1,-1,-1
12326529900150005914600060103,35.384406,-4.0168545,No class,-1,-1,-1
12326485900150005914600060103,35.557286,-4.3560762,No class,-1,-1,-1
12326490500150005914600060103,35.14453,-3.8346115,No class,-1,-1,-1
7006434100150005914600060103,35.202676,-3.8309913,No class,-1,-1,-1
12140836900150005914600060103,35.683565,-3.9572079,No class,-1,-1,-1
11769480600150005914600060103,35.743652,-4.111599,No class,-1,-1,-1
7006596400150005914600060103,35.817103,-4.084477,No class,-1,-1,-1
11955256100150005914600060103,35.834793,-3.9872202,No class,-1,-1,-1
11769528600150005914600060103,36.113885,-4.0956851,No class,-1,-1,-1
11955297000150005914600060103,36.051648,-4.0328351,No class,-1,-1,-1
12326568700150005914600060103,36.251403,-4.010575,No class,-1,-1,-1
12326528300150005914600060103,35.999532,-3.9634043,No class,-1,-1,-1
11955301100150005914600060103,36.185698,-3.8055588,No class,-1,-1,-1
12140865900150005914600060103,36.554403,-4.1243329,No class,-1,-1,-1
11955516600150005914600060103,36.906842,-5.332768,No class,-1,-1,-1
11955535500150005914600060103,36.977009,-5.1163999,No class,-1,-1,-1
12141135700150005914600060103,37.009578,-5.02182,No class,-1,-1,-1
11955287100150005914600060103,36.983869,-4.9099186,No class,-1,-1,-1
11769521600150005914600060103,37.052793,-4.9541532,No class,-1,-1,-1
11769531800150005914600060103,36.882856,-4.6277214,No class,-1,-1,-1
1852736800150005914600060103,35.366403,-4.413581,No class,-1,-1,-1
408595600150005914600060103,36.193829,-4.779437,No class,-1,-1,-1
5094107200150005914600060103,34.859619,-6.1514773,No match,-1,-1,-1
5094421000150005914600060103,36.975861,-5.2997669,No match,-1,-1,-1
5094438900150005914600060103,36.577606,-5.1897318,No match,-1,-1,-1
5094559500150005914600060103,36.99234,-5.0305658,No match,-1,-1,-1
5094778400150005914600060103,34.874725,-4.6328185,No match,-1,-1,-1
5094827800150005914600060103,35.297699,-4.0740063,No match,-1,-1,-1
5094834700150005914600060103,34.963989,-4.2598416,No match,-1,-1,-1
,34.510551,-4.8790998,No class,-1,-1,-1
,34.518736,-4.9959562,No match,-1,-1,-1
,34.629829,-5.3109849,No match,-1,-1,-1
,34.653784,-5.3803827,No match,-1,-1,-1
,34.824833,-4.6208372,No class,-1,-1,-1
,34.8434,-5.9722266,No match,-1,-1,-1
,34.963889,-4.1103152,No match,-1,-1,-1
,35.076112,-5.0917211,No match,-1,-1,-1
,35.088121,-5.3434278,No match,-1,-1,-1
,35.164381,-4.5449568,No match,-1,-1,-1
,35.170576,-4.8272334,No match,-1,-1,-1
,35.220178,-6.0097711,No match,-1,-1,-1
,35.235988,-5.7095366,No match,-1,-1,-1
,35.299331,-3.8134855,No class,-1,-1,-1
,35.441771,-5.505269,No class,-1,-1,-1
,35.470934,-5.2237085,No match,-1,-1,-1
,35.522272,-6.3882497,No match,-1,-1,-1
,35.52822,-6.2567484,No match,-1,-1,-1
,35.560463,-4.821766,No match,-1,-1,-1
,35.569916,-4.5964147,No match,-1,-1,-1
,35.692902,-4.0019519,No class,-1,-1,-1
,35.716272,-3.8265745,No class,-1,-1,-1
,35.760288,-5.0072131,No class,-1,-1,-1
,35.783786,-5.3670644,No match,-1,-1,-1
,35.824272,-5.8483095,No class,-1,-1,-1
,35.857343,-5.8224531,No match,-1,-1,-1
,35.986458,-4.8446855,No match,-1,-1,-1
,35.99102,-4.4723,No match,-1,-1,-1
,36.074749,-4.2655327,No match,-1,-1,-1
,36.116986,-4.0750499,No match,-1,-1,-1
,36.174384,-5.5482751,No match,-1,-1,-1
,36.182597,-5.432065,No match,-1,-1,-1
,36.200895,-5.2879367,No match,-1,-1,-1
,36.218222,-5.7714477,No class,-1,-1,-1
,36.313974,-4.848093,No class,-1,-1,-1
,36.361936,-4.0970635,No match,-1,-1,-1
,36.400081,-4.4386302,No match,-1,-1,-1
,36.421833,-4.2608558,No match,-1,-1,-1
,36.564139,-4.9718086,No match,-1,-1,-1
,36.579637,-5.7085625,No class,-1,-1,-1
,36.604153,-5.5334713,No match,-1,-1,-1
,36.764687,-4.7186906,No class,-1,-1,-1
,36.820448,-4.5754483,No class,-1,-1,-1
7005016400150025914600060103,35.103846,-6.2921282,No class,-1,-1,-1
7005016600150025914600060103,35.01667,-6.2686349,No class,-1,-1,-1
7005376600150025914600060103,34.90911,-6.0668356,No class,-1,-1,-1
7005019500150025914600060103,34.972713,-6.1898776,No class,-1,-1,-1
7005375900150025914600060103,34.991105,-6.0930068,No class,-1,-1,-1
7005377400150025914600060103,35.056275,-6.0171515,No class,-1,-1,-1
7004987300150025914600060103,35.407754,-6.4484517,No class,-1,-1,-1
7005020900150025914600060103,35.198357,-6.2015798,No class,-1,-1,-1
7005011400150025914600060103,35.410434,-6.2627868,No class,-1,-1,-1
7005696300150025914600060103,35.689222,-6.2771255,No class,-1,-1,-1
7005021300150025914600060103,35.156116,-6.1768468,No class,-1,-1,-1
7005024500150025914600060103,35.164636,-6.0885777,No class,-1,-1,-1
7005734700150025914600060103,35.24326,-6.0288194,No class,-1,-1,-1
7005733200150025914600060103,35.337295,-6.1206512,No class,-1,-1,-1
7005733600150025914600060103,35.266138,-6.04728,No class,-1,-1,-1
7006149200150025914600060103,35.130754,-5.8761376,No class,-1,-1,-1
7005734100150025914600060103,35.369911,-5.9827167,No class,-1,-1,-1
7005726200150025914600060103,35.617758,-6.0965984,No class,-1,-1,-1
7005730900150025914600060103,35.61671,-6.0234278,No class,-1,-1,-1
7005740000150025914600060103,35.417946,-5.8505189,No class,-1,-1,-1
7005732400150025914600060103,35.652879,-5.898463,No class,-1,-1,-1
7005692600150025914600060103,35.95899,-6.2793123,No class,-1,-1,-1
7005694600150025914600060103,36.048021,-6.1544588,No class,-1,-1,-1
7005702700150025914600060103,36.13731,-6.2008188,No class,-1,-1,-1
7005615800150025914600060103,36.289988,-6.2221293,No class,-1,-1,-1
7005703400150025914600060103,36.190746,-6.1972574,No class,-1,-1,-1
7005704100150025914600060103,36.246152,-6.1384437,No class,-1,-1,-1
7005702100150025914600060103,35.820523,-6.0747067,No class,-1,-1,-1
7005730600150025914600060103,35.810521,-6.0036851,No class,-1,-1,-1
7005701900150025914600060103,35.891618,-6.0810754,No class,-1,-1,-1
7005742500150025914600060103,35.838609,-5.9334336,No class,-1,-1,-1
7005716400150025914600060103,35.949999,-5.93855,No class,-1,-1,-1
7005745600150025914600060103,35.87572,-5.7994991,No class,-1,-1,-1
7005744100150025914600060103,35.978578,-5.8111165,No class,-1,-1,-1
7005712600150025914600060103,36.069669,-6.0834693,No class,-1,-1,-1
7005706800150025914600060103,36.292114,-6.0544704,No class,-1,-1,-1
7005717500150025914600060103,36.195668,-5.9609085,No class,-1,-1,-1
7005716800150025914600060103,36.076819,-5.919753,No class,-1,-1,-1
7005719700150025914600060103,36.28566,-5.8559544,No class,-1,-1,-1
7005712000150025914600060103,36.391822,-5.9646943,No class,-1,-1,-1
7005708500150025914600060103,36.458517,-6.0291636,No class,-1,-1,-1
7005771700150025914600060103,36.314418,-5.7570408,No class,-1,-1,-1
7005663500150025914600060103,36.609432,-5.9869653,No class,-1,-1,-1
7005663300150025914600060103,36.851693,-5.9517632,No class,-1,-1,-1
7005664600150025914600060103,36.755257,-5.8750555,No class,-1,-1,-1
7005415700150025914600060103,34.383286,-5.6325971,No class,-1,-1,-1
7005421300150025914600060103,34.397376,-5.498546,No class,-1,-1,-1
7005423000150025914600060103,34.477716,-5.4114697,No class,-1,-1,-1
7006302700150025914600060103,34.25385,-5.1713761,No class,-1,-1,-1
7006302400150025914600060103,34.277634,-5.1750164,No class,-1,-1,-1
7006296700150025914600060103,34.459475,-5.2875034,No class,-1,-1,-1
7006297600150025914600060103,34.411598,-5.2159177,No class,-1,-1,-1
7006303500150025914600060103,34.311103,-5.090489,No class,-1,-1,-1
7006303100150025914600060103,34.340239,-5.1080722,No class,-1,-1,-1
7006299000150025914600060103,34.485355,-5.1144004,No class,-1,-1,-1
7006306700150025914600060103,34.473953,-4.9631896,No class,-1,-1,-1
7006309300150025914600060103,34.4897,-4.8497973,No class,-1,-1,-1
7006330000150025914600060103,34.316562,-4.7483984,No class,-1,-1,-1
7005387300150025914600060103,34.7941,-5.8541508,No class,-1,-1,-1
7005390400150025914600060103,34.805467,-5.7225842,No class,-1,-1,-1
7005414400150025914600060103,34.649644,-5.6327621,No class,-1,-1,-1
7005419800150025914600060103,34.552611,-5.5218703,No class,-1,-1,-1
7005413300150025914600060103,34.773503,-5.6671224,No class,-1,-1,-1
7006158000150025914600060103,35.022214,-5.6980469,No class,-1,-1,-1
7006157500150025914600060103,35.102282,-5.6791905,No class,-1,-1,-1
7006160400150025914600060103,34.988374,-5.6588861,No class,-1,-1,-1
7006162000150025914600060103,35.103919,-5.6290434,No class,-1,-1,-1
7005420200150025914600060103,34.538239,-5.4864601,No class,-1,-1,-1
7006185100150025914600060103,34.759444,-5.4291362,No class,-1,-1,-1
7006185200150025914600060103,34.805508,-5.4489919,No class,-1,-1,-1
7006194400150025914600060103,34.752865,-5.2836761,No class,-1,-1,-1
7006197300150025914600060103,34.773589,-5.1776181,No class,-1,-1,-1
7006190600150025914600060103,34.891967,-5.3494919,No class,-1,-1,-1
7006186500150025914600060103,35.018347,-5.4702081,No class,-1,-1,-1
7006189000150025914600060103,35.006823,-5.3714079,No class,-1,-1,-1
7006196300150025914600060103,34.912856,-5.1927162,No class,-1,-1,-1
7006207800150025914600060103,34.892559,-5.1498551,No class,-1,-1,-1
7006150700150025914600060103,35.189294,-5.7832764,No class,-1,-1,-1
7006151400150025914600060103,35.155242,-5.7039622,No class,-1,-1,-1
7005740500150025914600060103,35.390966,-5.8118993,No class,-1,-1,-1
7006152700150025914600060103,35.306221,-5.7062606,No class,-1,-1,-1
7006153200150025914600060103,35.383085,-5.6962138,No class,-1,-1,-1
7006153300150025914600060103,35.383221,-5.6483102,No class,-1,-1,-1
7006161700150025914600060103,35.206427,-5.6253384,No class,-1,-1,-1
7006162600150025914600060103,35.250471,-5.5584609,No class,-1,-1,-1
7006165200150025914600060103,35.145589,-5.4989325,No class,-1,-1,-1
7005751700150025914600060103,35.639744,-5.7300788,No class,-1,-1,-1
7005753200150025914600060103,35.585259,-5.7090063,No class,-1,-1,-1
7005754700150025914600060103,35.621606,-5.622532,No class,-1,-1,-1
7006153400150025914600060103,35.440388,-5.6270266,No class,-1,-1,-1
7006165800150025914600060103,35.426829,-5.6012344,No class,-1,-1,-1
7006167300150025914600060103,35.495017,-5.4923095,No class,-1,-1,-1
7006168400150025914600060103,35.698055,-5.4954947,No class,-1,-1,-1
7006188100150025914600060103,35.117405,-5.4124186,No class,-1,-1,-1
7006198500150025914600060103,35.198527,-5.3099807,No class,-1,-1,-1
7006174900150025914600060103,35.241896,-5.3269222,No class,-1,-1,-1
7006174300150025914600060103,35.370949,-5.4114485,No class,-1,-1,-1
7006199000150025914600060103,35.12314,-5.2789485,No class,-1,-1,-1
7006200800150025914600060103,35.123362,-5.1729798,No class,-1,-1,-1
7006199300150025914600060103,35.264865,-5.2600354,No class,-1,-1,-1
7006202000150025914600060103,35.311606,-5.1425207,No class,-1,-1,-1
7006176900150025914600060103,35.516531,-5.3142071,No class,-1,-1,-1
7006170000150025914600060103,35.629542,-5.412469,No class,-1,-1,-1
7006170500150025914600060103,35.583146,-5.3754346,No class,-1,-1,-1
7006170400150025914600060103,35.637272,-5.3601626,No class,-1,-1,-1
7006178000150025914600060103,35.566672,-5.2670173,No class,-1,-1,-1
7006132600150025914600060103,35.511542,-5.1623651,No class,-1,-1,-1
7006178800150025914600060103,35.582767,-5.1742925,No class,-1,-1,-1
7006301000150025914600060103,34.585383,-5.0740403,No class,-1,-1,-1
7006307000150025914600060103,34.534354,-4.9792552,No class,-1,-1,-1
7006308100150025914600060103,34.558132,-4.8781123,No class,-1,-1,-1
7006317200150025914600060103,34.613513,-4.9157481,No class,-1,-1,-1
7006308000150025914600060103,34.587099,-4.909483,No class,-1,-1,-1
7006318000150025914600060103,34.572718,-4.8534795,No class,-1,-1,-1
7006318500150025914600060103,34.624239,-4.7955284,No class,-1,-1,-1
7006311700150025914600060103,34.675845,-4.9392071,No class,-1,-1,-1
7006311400150025914600060103,34.78457,-4.9170703,No class,-1,-1,-1
7006319200150025914600060103,34.685305,-4.8068753,No class,-1,-1,-1
7006319100150025914600060103,34.760805,-4.7745729,No class,-1,-1,-1
7006208800150025914600060103,34.816209,-5.084183,No class,-1,-1,-1
7006209200150025914600060103,34.893815,-5.0142663,No class,-1,-1,-1
7006209800150025914600060103,35.008713,-5.0172446,No class,-1,-1,-1
7006213700150025914600060103,35.100372,-4.9527072,No class,-1,-1,-1
7006312400150025914600060103,34.847065,-4.8635703,No class,-1,-1,-1
7006313200150025914600060103,34.968813,-4.880649,No class,-1,-1,-1
7006313500150025914600060103,35.054588,-4.8539133,No class,-1,-1,-1
7006342600150025914600060103,34.533778,-4.7033445,No class,-1,-1,-1
7006322300150025914600060103,34.764589,-4.6597575,No class,-1,-1,-1
7006347600150025914600060103,34.719909,-4.5451203,No class,-1,-1,-1
7006324100150025914600060103,34.809089,-4.4931579,No class,-1,-1,-1
7006403200150025914600060103,34.79469,-4.4499515,No class,-1,-1,-1
7006404400150025914600060103,34.791726,-4.4073729,No class,-1,-1,-1
7006320900150025914600060103,34.83848,-4.7208813,No class,-1,-1,-1
7006316300150025914600060103,34.921557,-4.6834705,No class,-1,-1,-1
7006321800150025914600060103,34.946397,-4.6318959,No class,-1,-1,-1
7006314700150025914600060103,35.104781,-4.7483095,No class,-1,-1,-1
7006360600150025914600060103,35.03003,-4.5899083,No class,-1,-1,-1
7006372900150025914600060103,34.887937,-4.4881117,No class,-1,-1,-1
7006374200150025914600060103,34.899794,-4.4294998,No class,-1,-1,-1
7006371500150025914600060103,35.059743,-4.488107,No class,-1,-1,-1
7006371700150025914600060103,34.991315,-4.4809679,No class,-1,-1,-1
7006377700150025914600060103,35.078782,-4.3948803,No class,-1,-1,-1
7006211200150025914600060103,35.113005,-4.9926191,No class,-1,-1,-1
7006203700150025914600060103,35.298321,-5.0725365,No class,-1,-1,-1
7006206200150025914600060103,35.332995,-4.9968778,No class,-1,-1,-1
7006215500150025914600060103,35.143862,-4.8590574,No class,-1,-1,-1
7006270000150025914600060103,35.247885,-4.8214391,No class,-1,-1,-1
7006269000150025914600060103,35.343798,-4.7829862,No class,-1,-1,-1
7006267800150025914600060103,35.393121,-4.8182629,No class,-1,-1,-1
7006202900150025914600060103,35.441361,-5.0383999,No class,-1,-1,-1
7006257000150025914600060103,35.469603,-5.0055827,No class,-1,-1,-1
7006228100150025914600060103,35.6103,-5.0205202,No class,-1,-1,-1
7006260100150025914600060103,35.51391,-4.9059262,No class,-1,-1,-1
7006261300150025914600060103,35.507909,-4.8026242,No class,-1,-1,-1
7006263800150025914600060103,35.623427,-4.8283716,No class,-1,-1,-1
7006265000150025914600060103,35.666345,-4.7481838,No class,-1,-1,-1
7006358100150025914600060103,35.134415,-4.7049361,No class,-1,-1,-1
7006271600150025914600060103,35.269355,-4.7111316,No class,-1,-1,-1
7006271900150025914600060103,35.273549,-4.6837631,No class,-1,-1,-1
7006275100150025914600060103,35.387943,-4.6302771,No class,-1,-1,-1
