id,ra,dec,obj_type
7006377200150025914600060103,35.252198,-4.3907959,Error
7006365500150025914600060103,35.3127,-4.532121,Error
7006370100150025914600060103,35.326923,-4.3773906,Error
7006275900150025914600060103,35.513508,-4.5760998,No SDSS Spectro
7006274200150025914600060103,35.659948,-4.6351104,No SDSS Spectro
7006286600150025914600060103,35.631854,-4.5490218,Error
7006287000150025914600060103,35.68506,-4.5630735,Error
7006366300150025914600060103,35.464123,-4.4813506,Error
7006289600150025914600060103,35.533825,-4.4596429,Error
7006288000150025914600060103,35.677266,-4.5051592,Error
7005752300150025914600060103,35.770965,-5.7141642,Error
7005753000150025914600060103,35.774911,-5.6709431,Error
7005750100150025914600060103,35.962907,-5.6306613,Error
7006168700150025914600060103,35.7267,-5.4819243,Error
7005746500150025914600060103,36.097949,-5.7632531,No SDSS Spectro
7005750700150025914600060103,36.055709,-5.5959971,Error
7005722800150025914600060103,36.154633,-5.7531054,Error
7005804700150025914600060103,36.055865,-5.456932,Error
7005799200150025914600060103,36.13163,-5.4719224,Error
7006169600150025914600060103,35.735266,-5.3486663,Error
7006216900150025914600060103,35.812818,-5.3176227,No SDSS Spectro
7006218700150025914600060103,35.70698,-5.2481143,Error
7006224900150025914600060103,35.715688,-5.1201518,Error
7006225000150025914600060103,35.801911,-5.106962,Error
7006223000150025914600060103,35.946709,-5.0980367,Error
7005806600150025914600060103,36.099859,-5.3446668,No SDSS Spectro
7005808300150025914600060103,36.066804,-5.2844724,No SDSS Spectro
7005809200150025914600060103,36.201229,-5.3500448,Error
7005803500150025914600060103,36.232392,-5.366646,No SDSS Spectro
7005813300150025914600060103,36.192396,-5.1410316,Error
7005774500150025914600060103,36.424619,-5.592325,Error
7005772100150025914600060103,36.549978,-5.6699082,No SDSS Spectro
7005777100150025914600060103,36.485111,-5.5807258,Error
7005777900150025914600060103,36.42662,-5.4974372,Error
7005800500150025914600060103,36.399335,-5.4463705,Error
7005777300150025914600060103,36.482265,-5.5536291,Error
7005777700150025914600060103,36.508783,-5.515219,Error
7005801300150025914600060103,36.481596,-5.4394195,Error
7005768100150025914600060103,36.615073,-5.6857975,No SDSS Spectro
7005769800150025914600060103,36.701757,-5.6266855,No SDSS Spectro
7005788400150025914600060103,36.788669,-5.4260501,Error
7005814100150025914600060103,36.570522,-5.3647231,Error
7005816400150025914600060103,36.478611,-5.2318077,Error
7005827100150025914600060103,36.390803,-5.1339176,Error
7005791700150025914600060103,36.6211,-5.3406821,No SDSS Spectro
7005795200150025914600060103,36.824526,-5.2733159,Error
7005820700150025914600060103,36.718865,-5.1056009,Error
7005824200150025914600060103,36.628296,-5.0978289,Error
7005819700150025914600060103,36.743174,-5.1730319,Error
7005820100150025914600060103,36.790309,-5.1336283,No SDSS Spectro
7006232400150025914600060103,35.745446,-4.9812354,Error
7006231600150025914600060103,35.994356,-4.8977184,Error
7006265300150025914600060103,35.731332,-4.7362476,Error
7006233500150025914600060103,35.888538,-4.8230077,No SDSS Spectro
7006248200150025914600060103,35.978401,-4.8041935,Error
7006237400150025914600060103,36.121325,-4.9688379,Error
7006238600150025914600060103,36.121842,-4.8845679,No SDSS Spectro
7006237600150025914600060103,36.202877,-4.9352823,Error
7006237100150025914600060103,36.269963,-4.8964073,No SDSS Spectro
7006246100150025914600060103,36.048143,-4.8131476,Error
7006246900150025914600060103,36.137253,-4.7950972,Error
7006239500150025914600060103,36.158016,-4.8340666,Error
7006278300150025914600060103,35.906335,-4.668395,Error
7006278700150025914600060103,35.981284,-4.6088569,No SDSS Spectro
7006288200150025914600060103,35.723401,-4.4914508,Error
7006291400150025914600060103,35.814127,-4.433365,Error
7006284300150025914600060103,35.967474,-4.508854,Error
7006292000150025914600060103,35.919939,-4.3821004,Error
7006249400150025914600060103,36.098432,-4.6852045,No SDSS Spectro
7006281800150025914600060103,36.100735,-4.5416633,Error
7006255700150025914600060103,36.20779,-4.5072066,Error
7006282700150025914600060103,36.031847,-4.5034385,Error
7006283800150025914600060103,36.162391,-4.4517559,Error
7006481600150025914600060103,36.186326,-4.391831,No SDSS Spectro
7005836100150025914600060103,36.491895,-4.9558115,No SDSS Spectro
7006242500150025914600060103,36.309973,-4.7834167,No SDSS Spectro
7006243500150025914600060103,36.362067,-4.7556315,Error
7006243700150025914600060103,36.364665,-4.7094874,Error
7006240700150025914600060103,36.470569,-4.8369138,Error
7006440300150025914600060103,36.488589,-4.7167544,Error
7006052700150025914600060103,36.692741,-4.8654273,Error
7005825300150025914600060103,36.818843,-5.0023507,Error
7006052600150025914600060103,36.789687,-4.8550896,No SDSS Spectro
7006056300150025914600060103,36.749583,-4.7418386,Error
7006054200150025914600060103,36.8041,-4.7767829,Error
7006251300150025914600060103,36.313976,-4.6691849,Error
7006444600150025914600060103,36.552709,-4.5670717,Error
7006445700150025914600060103,36.574436,-4.5192043,Error
7006453900150025914600060103,36.35786,-4.4871182,Error
7006454800150025914600060103,36.331193,-4.4527467,No SDSS Spectro
7006453200150025914600060103,36.431424,-4.4762831,Error
7006456100150025914600060103,36.376151,-4.3524462,Error
7006455800150025914600060103,36.40486,-4.3591528,Error
7006456800150025914600060103,36.540153,-4.4105533,Error
7006456900150025914600060103,36.505336,-4.3809873,Error
7006459000150025914600060103,36.532383,-4.3119962,Error
7006442400150025914600060103,36.650326,-4.5747426,Error
7006441200150025914600060103,36.711701,-4.6265908,No SDSS Spectro
7006448400150025914600060103,36.70416,-4.4629455,Error
7006450000150025914600060103,36.727783,-4.3630783,Error
7006414200150025914600060103,34.653246,-4.2637858,No SDSS Spectro
7006407800150025914600060103,34.769764,-4.2798937,Error
7006408100150025914600060103,34.802726,-4.1867683,Error
7006417900150025914600060103,34.789756,-4.1407356,No SDSS Spectro
7006411700150025914600060103,34.889927,-4.2210365,No SDSS Spectro
7006411500150025914600060103,34.924668,-4.2259219,Error
7006378100150025914600060103,35.033475,-4.3420827,Error
7006378500150025914600060103,35.102807,-4.2994201,Error
7006408300150025914600060103,34.992285,-4.2854985,Error
7006379700150025914600060103,35.105806,-4.2388098,Error
7006412000150025914600060103,34.853263,-4.1812339,Error
7006419700150025914600060103,34.956134,-4.0518608,Error
7006408400150025914600060103,35.091745,-4.143671,No SDSS Spectro
7006420600150025914600060103,34.908672,-4.013825,Error
7006433600150025914600060103,34.939694,-3.7816671,Error
11955214000150025914600060103,35.106679,-3.820731,No SDSS Spectro
7006379200150025914600060103,35.143673,-4.2510799,Error
7006383400150025914600060103,35.386409,-4.3605113,No SDSS Spectro
7006392700150025914600060103,35.295958,-4.2338857,Error
7006392300150025914600060103,35.358739,-4.2806104,Error
7006424500150025914600060103,35.135029,-4.0589701,Error
7006396700150025914600060103,35.286868,-4.1221957,Error
7006396000150025914600060103,35.334739,-4.1262649,Error
7006386800150025914600060103,35.475916,-4.249606,Error
7006394100150025914600060103,35.461058,-4.2062502,Error
7006382100150025914600060103,35.569702,-4.2888646,Error
7006388300150025914600060103,35.692685,-4.2474581,Error
7006390700150025914600060103,35.555522,-4.1750598,Error
7006398200150025914600060103,35.518054,-4.0429116,Error
7006399000150025914600060103,35.627918,-4.0573008,Error
7006399100150025914600060103,35.618376,-4.0314079,Error
7006425100150025914600060103,35.286755,-3.9955696,Error
7006429200150025914600060103,35.271559,-3.9336391,Error
7006427700150025914600060103,35.35395,-3.9610275,No SDSS Spectro
7006428600150025914600060103,35.370736,-3.910715,Error
7006401800150025914600060103,35.419495,-3.9737149,No SDSS Spectro
7006627200150025914600060103,35.536065,-3.8061379,No SDSS Spectro
7006637300150025914600060103,35.493066,-3.5779538,Error
7006294500150025914600060103,35.741595,-4.311314,Error
7006294700150025914600060103,35.907666,-4.2868646,No SDSS Spectro
7006292700150025914600060103,35.966651,-4.3229671,Error
7006293200150025914600060103,35.968966,-4.306041,No SDSS Spectro
7006496000150025914600060103,35.952646,-4.2327506,Error
7006597500150025914600060103,35.870396,-4.0263498,Error
7006494300150025914600060103,36.117786,-4.1934138,Error
7006483600150025914600060103,36.28092,-4.3099473,No SDSS Spectro
7006486900150025914600060103,36.21666,-4.2030424,Error
7006494800150025914600060103,36.181455,-4.1651482,Error
7006492800150025914600060103,36.289841,-4.1439881,Error
7006599500150025914600060103,36.073582,-3.9941598,No SDSS Spectro
7006499000150025914600060103,36.213186,-4.0909981,Error
7006598700150025914600060103,35.773953,-3.9696923,Error
7006599400150025914600060103,35.864566,-3.8991126,No SDSS Spectro
7006632300150025914600060103,35.739829,-3.6755524,No SDSS Spectro
7006611900150025914600060103,35.81598,-3.6560448,Error
7006501400150025914600060103,36.188935,-3.9193133,Error
7006612800150025914600060103,36.243266,-3.7972536,No SDSS Spectro
7006491200150025914600060103,36.33653,-4.2129848,Error
7006489900150025914600060103,36.489171,-4.2277407,Error
7006499400150025914600060103,36.319214,-4.0866809,Error
7006512700150025914600060103,36.382902,-3.9789826,No SDSS Spectro
11769510900150025914600060103,36.552845,-4.055478,Error
7006505300150025914600060103,36.50013,-3.9984648,No SDSS Spectro
7006471600150025914600060103,36.683069,-4.274131,No SDSS Spectro
7006514500150025914600060103,36.331246,-3.9122373,Error
7006516500150025914600060103,36.333446,-3.8222636,Error
7006516300150025914600060103,36.415579,-3.8255479,Error
7006513500150025914600060103,36.516482,-3.9056921,No SDSS Spectro
7006634400150025914600060103,35.733239,-3.5939543,No SDSS Spectro
7005783300150025914600060103,37.08334,-5.4767635,No SDSS Spectro
7005793700150025914600060103,36.940639,-5.3198633,Error
7005796200150025914600060103,36.921866,-5.2105223,Error
7005794600150025914600060103,36.997296,-5.1970663,No SDSS Spectro
7005787100150025914600060103,37.11188,-5.2676708,No SDSS Spectro
7006012900150025914600060103,37.090108,-5.165526,Error
7006043900150025914600060103,36.968892,-5.0246581,Error
7006015200150025914600060103,37.056661,-5.0614988,No SDSS Spectro
7006015600150025914600060103,37.114875,-5.0398612,Error
7006045300150025914600060103,37.078838,-4.926714,No SDSS Spectro
7006050800150025914600060103,36.977583,-4.7598514,Error
7006051800150025914600060103,37.038017,-4.7323308,Error
7006061200150025914600060103,36.930515,-4.5930957,No SDSS Spectro
7006062100150025914600060103,36.871816,-4.5410611,Error
7006074600150025914600060103,36.999566,-4.4610492,No SDSS Spectro
7006058600150025914600060103,37.042807,-4.6337291,No SDSS Spectro
7006461300150025914600060103,36.881499,-4.4460296,Error
7006461400150025914600060103,36.962278,-4.4089372,Error
12137103200150025914600060103,34.945715,-5.9236799,Error
12141091500150025914600060103,35.029608,-5.8847619,Error
12141093400150025914600060103,35.354084,-6.2932251,Error
11769729800150025914600060103,35.614697,-6.2160015,No SDSS Spectro
12141101400150025914600060103,35.585907,-6.1676301,No SDSS Spectro
12326740900150025914600060103,35.386454,-5.9120104,No SDSS Spectro
7005739400150025914600060103,35.640165,-5.8174293,Error
12326731400150025914600060103,35.841345,-6.262842,No SDSS Spectro
11769699300150025914600060103,35.709507,-6.0268517,No SDSS Spectro
12141070100150025914600060103,35.745435,-5.9661795,Error
12326768100150025914600060103,35.793431,-5.8507234,Error
12326815700150025914600060103,36.204144,-6.0802568,No SDSS Spectro
12141156900150025914600060103,36.348708,-6.0983902,No SDSS Spectro
12141118400150025914600060103,36.528348,-5.8480236,No SDSS Spectro
11955520100150025914600060103,36.642196,-5.8224503,No SDSS Spectro
12322814400150025914600060103,34.662398,-5.5439865,Error
12322815200150025914600060103,34.806822,-5.5175674,Error
12137059300150025914600060103,34.853499,-5.8136593,No SDSS Spectro
12137102200150025914600060103,34.936676,-5.7631037,No SDSS Spectro
11951503500150025914600060103,34.647448,-5.3510068,No SDSS Spectro
11951516800150025914600060103,34.791692,-5.4919286,Error
11765791700150025914600060103,34.798134,-5.3835178,No SDSS Spectro
11765762000150025914600060103,34.535691,-5.206798,Error
11951524400150025914600060103,34.914629,-5.4774458,No SDSS Spectro
11955486400150025914600060103,35.364989,-5.7873619,Error
11955503700150025914600060103,35.352974,-5.5508532,No SDSS Spectro
7005740900150025914600060103,35.500031,-5.8021681,Error
12326745100150025914600060103,35.6477,-5.7825386,Error
11769734400150025914600060103,35.586168,-5.5417411,Error
11955503400150025914600060103,35.191322,-5.4047213,No SDSS Spectro
12141107100150025914600060103,35.427723,-5.3438368,Error
12326772400150025914600060103,35.641438,-5.296313,No SDSS Spectro
11955506300150025914600060103,35.623452,-5.138394,Error
11765778300150025914600060103,34.846562,-5.1284865,Error
11765512700150025914600060103,34.886078,-4.7849914,No SDSS Spectro
12322575300150025914600060103,34.622864,-4.5580622,No SDSS Spectro
12322553800150025914600060103,34.844407,-4.6827377,Error
11951262200150025914600060103,34.963556,-4.5712246,Error
11955511600150025914600060103,35.112677,-5.0672346,No SDSS Spectro
11769707200150025914600060103,35.661491,-5.0644542,Error
11769481800150025914600060103,35.238098,-4.4625881,No SDSS Spectro
11769728600150025914600060103,35.751216,-5.763167,Error
12326734800150025914600060103,35.830962,-5.4515185,No SDSS Spectro
11769765800150025914600060103,36.149207,-5.6126454,Error
12326792800150025914600060103,36.180036,-5.526878,Error
12326793500150025914600060103,36.267283,-5.4714728,No SDSS Spectro
11955505300150025914600060103,35.959725,-5.2197304,Error
11955504900150025914600060103,35.890689,-5.1396561,No SDSS Spectro
12326803800150025914600060103,36.280814,-5.2611749,No SDSS Spectro
12141143300150025914600060103,36.24068,-5.2309485,No SDSS Spectro
11769731900150025914600060103,36.076687,-5.1763843,Error
11955540600150025914600060103,36.161113,-5.1962799,Error
12326793600150025914600060103,36.326401,-5.6062679,No SDSS Spectro
12326784500150025914600060103,36.474122,-5.719493,Error
11955520700150025914600060103,36.510233,-5.6078525,Error
11769760200150025914600060103,36.676291,-5.4107889,Error
12326800100150025914600060103,36.801734,-5.5196403,No SDSS Spectro
7005789400150025914600060103,36.858846,-5.3613235,Error
12141144000150025914600060103,36.335381,-5.3649455,No SDSS Spectro
12141146100150025914600060103,36.358494,-5.2130731,No SDSS Spectro
12141162300150025914600060103,36.510692,-5.0267477,Error
7006214900150025914600060103,35.860258,-4.9517106,Error
11769458900150025914600060103,35.913722,-4.8945671,No SDSS Spectro
12326499600150025914600060103,35.974467,-4.918945,Error
11955253100150025914600060103,35.772183,-4.812444,Error
11955321300150025914600060103,36.190669,-4.8786171,No SDSS Spectro
12326474500150025914600060103,35.956944,-4.6234866,No SDSS Spectro
11955196300150025914600060103,35.94602,-4.5633625,Error
7006288100150025914600060103,35.805899,-4.5206855,No SDSS Spectro
12326584000150025914600060103,36.151948,-4.4230036,Error
7005830800150025914600060103,36.401281,-5.0021544,No SDSS Spectro
12140909700150025914600060103,36.40651,-4.9112346,No SDSS Spectro
12326548000150025914600060103,36.423521,-4.5715182,Error
11769507900150025914600060103,36.483495,-4.5391071,Error
11955274600150025914600060103,36.425119,-4.4114063,Error
11769504400150025914600060103,36.603944,-4.3671168,No SDSS Spectro
11765540400150025914600060103,34.923704,-4.3903512,No SDSS Spectro
11951268000150025914600060103,34.862921,-4.3064918,Error
12136865700150025914600060103,34.87044,-4.116705,Error
12326473600150025914600060103,35.242294,-4.2595246,No SDSS Spectro
12326529900150025914600060103,35.384406,-4.0168545,Error
12326485900150025914600060103,35.557286,-4.3560762,Error
12326490500150025914600060103,35.14453,-3.8346115,No SDSS Spectro
7006434100150025914600060103,35.202676,-3.8309913,No SDSS Spectro
12140836900150025914600060103,35.683565,-3.9572079,Error
11769480600150025914600060103,35.743652,-4.111599,No SDSS Spectro
7006596400150025914600060103,35.817103,-4.084477,Error
11955256100150025914600060103,35.834793,-3.9872202,Error
11769528600150025914600060103,36.113885,-4.0956851,Error
11955297000150025914600060103,36.051648,-4.0328351,No SDSS Spectro
12326568700150025914600060103,36.251403,-4.010575,No SDSS Spectro
12326528300150025914600060103,35.999532,-3.9634043,Error
11955301100150025914600060103,36.185698,-3.8055588,No SDSS Spectro
12140865900150025914600060103,36.554403,-4.1243329,No SDSS Spectro
11955516600150025914600060103,36.906842,-5.332768,No SDSS Spectro
11955535500150025914600060103,36.977009,-5.1163999,Error
12141135700150025914600060103,37.009578,-5.02182,No SDSS Spectro
11955287100150025914600060103,36.983869,-4.9099186,No SDSS Spectro
11769521600150025914600060103,37.052793,-4.9541532,Error
11769531800150025914600060103,36.882856,-4.6277214,No SDSS Spectro
1852736800150025914600060103,35.366403,-4.413581,No SDSS Spectro
408595600150025914600060103,36.193829,-4.779437,No SDSS Spectro
5094107200150025914600060103,34.859619,-6.1514773,No SDSS Spectro
5094421000150025914600060103,36.975861,-5.2997669,No SDSS Spectro
5094438900150025914600060103,36.577606,-5.1897318,No SDSS Spectro
5094559500150025914600060103,36.99234,-5.0305658,No SDSS Spectro
5094778400150025914600060103,34.874725,-4.6328185,No SDSS Spectro
5094827800150025914600060103,35.297699,-4.0740063,No SDSS Spectro
5094834700150025914600060103,34.963989,-4.2598416,No SDSS Spectro
,34.510551,-4.8790998,No SDSS Spectro
,34.518736,-4.9959562,No SDSS Spectro
,34.629829,-5.3109849,No SDSS Spectro
,34.653784,-5.3803827,No SDSS Spectro
,34.824833,-4.6208372,No SDSS Spectro
,34.8434,-5.9722266,No SDSS Spectro
,34.963889,-4.1103152,No SDSS Spectro
,35.076112,-5.0917211,No SDSS Spectro
,35.088121,-5.3434278,No SDSS Spectro
,35.164381,-4.5449568,No SDSS Spectro
,35.170576,-4.8272334,No SDSS Spectro
,35.220178,-6.0097711,No SDSS Spectro
,35.235988,-5.7095366,No SDSS Spectro
,35.299331,-3.8134855,No SDSS Spectro
,35.441771,-5.505269,No SDSS Spectro
,35.470934,-5.2237085,No SDSS Spectro
,35.522272,-6.3882497,No SDSS Spectro
,35.52822,-6.2567484,No SDSS Spectro
,35.560463,-4.821766,No SDSS Spectro
,35.569916,-4.5964147,No SDSS Spectro
,35.692902,-4.0019519,No SDSS Spectro
,35.716272,-3.8265745,No SDSS Spectro
,35.760288,-5.0072131,No SDSS Spectro
,35.783786,-5.3670644,No SDSS Spectro
,35.824272,-5.8483095,No SDSS Spectro
,35.857343,-5.8224531,No SDSS Spectro
,35.986458,-4.8446855,No SDSS Spectro
,35.99102,-4.4723,No SDSS Spectro
,36.074749,-4.2655327,No SDSS Spectro
,36.116986,-4.0750499,No SDSS Spectro
,36.174384,-5.5482751,No SDSS Spectro
,36.182597,-5.432065,No SDSS Spectro
,36.200895,-5.2879367,No SDSS Spectro
,36.218222,-5.7714477,No SDSS Spectro
,36.313974,-4.848093,No SDSS Spectro
,36.361936,-4.0970635,No SDSS Spectro
,36.400081,-4.4386302,No SDSS Spectro
,36.421833,-4.2608558,No SDSS Spectro
,36.564139,-4.9718086,No SDSS Spectro
,36.579637,-5.7085625,No SDSS Spectro
,36.604153,-5.5334713,No SDSS Spectro
,36.764687,-4.7186906,No SDSS Spectro
,36.820448,-4.5754483,No SDSS Spectro
